source,target,strength,month,weight
JOR,PSE,2.8,6,2.8
POL,WST,2.791304348,6,2.791304348
AFR,ISR,2.788235294,6,2.788235294
KHM,CHN,-2.75,6,2.75
USA,TCD,2.75,6,2.75
KOR,PRK,-2.74,6,2.74
GBR,EUR,2.7,6,2.7
MKD,EUR,-2.7,6,2.7
NAM,PRK,2.7,6,2.7
ISR,RWA,2.68,6,2.68
PHL,VNM,2.666666667,6,2.666666667
AFR,SAF,2.666666667,6,2.666666667
WST,CAN,2.65,6,2.65
ESP,HND,2.65,6,2.65
MOZ,AFR,2.65,6,2.65
TTO,USA,2.65,6,2.65
USA,AFR,-2.639473684,6,2.639473684
SLE,AFR,2.633333333,6,2.633333333
USA,LBY,2.6,6,2.6
AFR,MWI,2.6,6,2.6
EUR,RUS,-2.6,6,2.6
UGA,KEN,2.56,6,2.56
DEU,ITA,2.56,6,2.56
EUR,USA,2.555555556,6,2.555555556
USA,IRQ,2.551162791,6,2.551162791
TUR,RUS,2.55,6,2.55
AFG,PAK,-2.55,6,2.55
TUR,EUR,2.533333333,6,2.533333333
PRK,KOR,-2.525925926,6,2.525925926
SYR,RUS,-2.511111111,6,2.511111111
FRA,SYR,2.5,6,2.5
IRL,AUS,2.5,6,2.5
SEA,LAO,2.5,6,2.5
FRA,SEA,2.5,6,2.5
LAO,PHL,2.5,6,2.5
GBR,EGY,-2.5,6,2.5
POL,ESP,2.5,6,2.5
WST,ESP,2.5,6,2.5
KNA,GBR,2.483333333,6,2.483333333
USA,GBR,2.473333333,6,2.473333333
AUS,MMR,2.45,6,2.45
TWN,CHN,2.44,6,2.44
KOR,CHN,-2.4,6,2.4
MNG,CHN,-2.4,6,2.4
ESP,USA,-2.395049505,6,2.395049505
USA,JOR,2.37,6,2.37
IND,PAK,-2.36,6,2.36
BRN,CHN,-2.357142857,6,2.357142857
USA,NZL,2.357142857,6,2.357142857
CAN,PAK,2.35,6,2.35
PAK,IRL,2.35,6,2.35
BRN,LAO,2.35,6,2.35
PAK,CAN,2.35,6,2.35
CAN,IRL,2.35,6,2.35
LAO,BRN,2.35,6,2.35
IRL,CAN,2.35,6,2.35
ESP,WST,2.35,6,2.35
SYR,GBR,2.35,6,2.35
IRL,PAK,2.35,6,2.35
USA,SAU,-2.346666667,6,2.346666667
AFR,BDI,-2.333333333,6,2.333333333
MEX,USA,2.327272727,6,2.327272727
FRA,USA,-2.286046512,6,2.286046512
RWA,SSD,2.25,6,2.25
TUR,CAN,-2.24,6,2.24
NMR,USA,2.233333333,6,2.233333333
USA,ARE,2.233333333,6,2.233333333
CZE,POL,2.2,6,2.2
AUS,MKD,2.2,6,2.2
POL,VAT,2.2,6,2.2
CHN,GBR,2.2,6,2.2
ESP,POL,2.2,6,2.2
ISR,USA,-2.2,6,2.2
ESP,EGY,2.157142857,6,2.157142857
GBR,IRN,2.122222222,6,2.122222222
EGY,LBY,-2.1,6,2.1
RWA,SDN,2.1,6,2.1
SEA,PHL,2.075,6,2.075
USA,AUS,2.071428571,6,2.071428571
UGA,AFR,2.06,6,2.06
OMN,USA,-2.05,6,2.05
CHN,PHL,2.033783784,6,2.033783784
POL,ITA,2.025,6,2.025
TZA,AUS,-2,6,2.0
CHN,VNM,-2,6,2.0
UKR,EUR,-2,6,2.0
NRU,AUS,-2,6,2.0
FRA,CHN,-2,6,2.0
PHL,MYS,-2,6,2.0
SAU,IRN,-2,6,2.0
TWN,PHL,-2,6,2.0
VNM,BRN,-2,6,2.0
ZWE,USA,-2,6,2.0
AFR,MAR,-2,6,2.0
EGY,GBR,-2,6,2.0
PHL,TUR,-2,6,2.0
FRA,ISR,-2,6,2.0
MYS,PHL,-2,6,2.0
DEU,WST,-2,6,2.0
SYR,PSE,-2,6,2.0
IRN,ISR,-2,6,2.0
GBR,KHM,-2,6,2.0
MYS,TWN,-2,6,2.0
EGY,RUS,-2,6,2.0
ARE,SAU,-2,6,2.0
TUR,EGY,-2,6,2.0
MYS,BRN,-2,6,2.0
BLR,RUS,2,6,2.0
EGY,SAU,-2,6,2.0
SWE,MDV,-2,6,2.0
LBN,SAU,-2,6,2.0
ECU,BRA,-2,6,2.0
ARM,IRQ,-2,6,2.0
BHR,SAU,-2,6,2.0
IND,DEU,-2,6,2.0
NPL,BGD,-2,6,2.0
COL,BRA,-2,6,2.0
PHL,TWN,-2,6,2.0
IRN,BHR,-2,6,2.0
CHN,IND,-2,6,2.0
MYS,VNM,-2,6,2.0
SOM,DEU,-2,6,2.0
QAT,FRA,-2,6,2.0
BRN,TWN,-2,6,2.0
PHL,FRA,-2,6,2.0
KHM,LAO,2,6,2.0
FRA,PSE,-2,6,2.0
CAN,BGD,-2,6,2.0
EUR,ITA,2,6,2.0
ITA,AFG,-2,6,2.0
FRA,AUT,-2,6,2.0
TWN,VNM,-2,6,2.0
CAN,SOM,-2,6,2.0
VEN,BRA,-2,6,2.0
SRB,HRV,-2,6,2.0
RUS,BLR,-2,6,2.0
BLR,USA,2,6,2.0
BRN,MYS,-2,6,2.0
MEX,BRA,-2,6,2.0
GBR,ISR,-2,6,2.0
BRN,VNM,-2,6,2.0
IRN,MYS,-2,6,2.0
VNM,MYS,-2,6,2.0
TWN,BRN,-2,6,2.0
DEU,ISR,-2,6,2.0
EUR,BHR,-2,6,2.0
POL,GBR,1.927272727,6,1.927272727
ITA,POL,1.927272727,6,1.927272727
AFG,USA,1.908,6,1.908
IRN,GBR,1.9,6,1.9
DNK,SYR,1.9,6,1.9
USA,HUN,1.9,6,1.9
URY,BRA,1.9,6,1.9
TUN,ITA,1.9,6,1.9
SYR,AUS,1.9,6,1.9
IND,SGP,1.9,6,1.9
KWT,IRQ,1.9,6,1.9
FRA,ESP,1.9,6,1.9
CAN,SEA,1.9,6,1.9
AFR,SYR,1.9,6,1.9
ARE,SDN,1.9,6,1.9
BGD,THA,1.9,6,1.9
GRC,USA,1.9,6,1.9
JAM,AUS,1.9,6,1.9
GBR,ITA,1.9,6,1.9
CHE,ESP,1.9,6,1.9
AUS,LAO,1.9,6,1.9
USA,QAT,1.9,6,1.9
LKA,MMR,1.9,6,1.9
EUR,ESP,1.9,6,1.9
AFR,ITA,1.9,6,1.9
JPN,IRQ,1.9,6,1.9
BRA,CAN,1.9,6,1.9
SWE,AUS,1.9,6,1.9
RUS,FIN,1.9,6,1.9
MDV,GBR,1.9,6,1.9
ITA,CHE,1.9,6,1.9
NLD,IRQ,1.9,6,1.9
MYS,CHN,1.9,6,1.9
FIN,SWE,1.9,6,1.9
DNK,CAN,1.9,6,1.9
TUR,BEL,1.9,6,1.9
FJI,RUS,1.9,6,1.9
JAM,USA,1.9,6,1.9
AUS,AFR,1.9,6,1.9
TUR,FRA,1.9,6,1.9
LAO,JPN,1.9,6,1.9
TUR,CYP,1.9,6,1.9
CUB,JAM,1.9,6,1.9
KOR,GBR,1.9,6,1.9
GBR,BGD,1.9,6,1.9
FRA,URY,1.9,6,1.9
WST,CHN,1.9,6,1.9
ESP,PER,1.9,6,1.9
EUR,IRQ,1.9,6,1.9
USA,LSO,1.9,6,1.9
SYR,LBY,1.9,6,1.9
ESP,ISL,1.9,6,1.9
NGA,ITA,1.9,6,1.9
FRA,MDV,1.9,6,1.9
ITA,SSD,1.9,6,1.9
ARE,MYS,1.9,6,1.9
JPN,ITA,1.9,6,1.9
SEN,SYR,1.9,6,1.9
LUX,GBR,1.9,6,1.9
KOR,AFR,1.9,6,1.9
SDN,SAU,1.9,6,1.9
ARE,USA,1.9,6,1.9
IRQ,AUS,1.9,6,1.9
DEU,IRQ,1.9,6,1.9
RWA,UGA,1.9,6,1.9
PAN,CUB,1.9,6,1.9
JPN,RUS,1.9,6,1.9
SEA,AUS,1.9,6,1.9
PSE,JOR,1.9,6,1.9
TKM,KAZ,1.9,6,1.9
CYP,MNG,1.9,6,1.9
FRA,LAO,1.9,6,1.9
TUR,SYR,-1.893333333,6,1.893333333
WST,TUR,1.888888889,6,1.888888889
FRA,EUR,1.888888889,6,1.888888889
WST,POL,1.875,6,1.875
JPN,CHN,1.861538462,6,1.861538462
JPN,USA,1.85,6,1.85
LUX,TUR,1.85,6,1.85
FRA,BEL,-1.842857143,6,1.842857143
ESP,GBR,-1.833333333,6,1.833333333
ITA,DEU,1.816666667,6,1.816666667
DEU,USA,-1.815384615,6,1.815384615
ZAF,AFR,1.811111111,6,1.811111111
USA,PRK,-1.8,6,1.8
DEU,SSD,-1.8,6,1.8
AUS,MCO,1.8,6,1.8
PHL,CHN,1.747126437,6,1.747126437
AFR,USA,-1.730434783,6,1.730434783
USA,ITA,1.725925926,6,1.725925926
ESP,EUR,1.72,6,1.72
ITA,BGD,-1.714285714,6,1.714285714
ISR,AFR,1.705,6,1.705
GBR,AFR,-1.7,6,1.7
VAT,BGD,1.7,6,1.7
AFG,WST,1.7,6,1.7
ISR,IRN,1.7,6,1.7
SAU,TUR,1.685714286,6,1.685714286
NOR,USA,1.675,6,1.675
NZL,USA,1.666666667,6,1.666666667
IRN,RUS,1.666666667,6,1.666666667
EUR,MNG,1.666666667,6,1.666666667
CYP,GRC,1.666666667,6,1.666666667
VAT,POL,1.657142857,6,1.657142857
DEU,FRA,1.642857143,6,1.642857143
DZA,FRA,1.6,6,1.6
BGD,JPN,-1.583333333,6,1.583333333
EGY,FRA,1.581818182,6,1.581818182
AUS,SGP,-1.55,6,1.55
USA,CHN,1.533333333,6,1.533333333
MYS,AUS,-1.522222222,6,1.522222222
EGY,ISR,1.522222222,6,1.522222222
SEA,USA,1.5,6,1.5
USA,BLR,-1.5,6,1.5
RUS,CHE,1.5,6,1.5
USA,PSE,1.5,6,1.5
PRT,EUR,-1.5,6,1.5
SAS,BGD,-1.5,6,1.5
JPN,BGD,1.486666667,6,1.486666667
CAN,TUR,1.475,6,1.475
ISR,EGY,-1.475,6,1.475
PHL,PRK,-1.466666667,6,1.466666667
RUS,SYR,1.464285714,6,1.464285714
USA,EST,1.45,6,1.45
CHN,MMR,1.45,6,1.45
JPN,AUS,1.45,6,1.45
IRQ,AFG,1.45,6,1.45
USA,GRC,1.45,6,1.45
JPN,LAO,1.45,6,1.45
IRN,EUR,1.45,6,1.45
ISR,EUR,1.44,6,1.44
KEN,AFR,-1.44,6,1.44
EUR,IDN,-1.433333333,6,1.433333333
RUS,WST,1.433333333,6,1.433333333
USA,RUS,1.425,6,1.425
EST,POL,1.416666667,6,1.416666667
POL,EST,1.416666667,6,1.416666667
TUR,LUX,1.4,6,1.4
URY,FRA,1.4,6,1.4
EUR,WST,-1.375,6,1.375
CHN,RUS,1.375,6,1.375
GBR,GRC,1.36,6,1.36
TUR,USA,-1.355172414,6,1.355172414
POL,USA,1.35,6,1.35
CAN,USA,1.348,6,1.348
GRC,TUR,1.344444444,6,1.344444444
SYR,USA,-1.333333333,6,1.333333333
SSD,UGA,1.333333333,6,1.333333333
CHN,USA,-1.324444444,6,1.324444444
GBR,CHN,1.314285714,6,1.314285714
LAO,SEA,1.307692308,6,1.307692308
ISR,SAU,1.3,6,1.3
GBR,SYR,1.283333333,6,1.283333333
JOR,USA,-1.275,6,1.275
USA,PER,1.25,6,1.25
NOR,FIN,1.25,6,1.25
GBR,DEU,1.242857143,6,1.242857143
VEN,USA,1.24,6,1.24
VNM,CHN,-1.233333333,6,1.233333333
EST,USA,-1.233333333,6,1.233333333
MMR,CHN,1.225,6,1.225
TUR,ISR,-1.216666667,6,1.216666667
USA,EUR,1.211627907,6,1.211627907
KEN,UGA,1.2,6,1.2
FRA,DEU,1.2,6,1.2
TWN,MYS,-1.2,6,1.2
CHN,AUS,1.2,6,1.2
WST,USA,1.196153846,6,1.196153846
GRC,GBR,1.18,6,1.18
BEL,USA,-1.15,6,1.15
USA,ISR,-1.144444444,6,1.144444444
IRL,GBR,-1.14,6,1.14
TUR,GBR,1.133333333,6,1.133333333
WST,NOR,1.12,6,1.12
SGP,AUS,-1.1,6,1.1
TUR,GRC,1.091304348,6,1.091304348
GBR,FRA,-1.068292683,6,1.068292683
SSD,AFR,-1.05,6,1.05
CHE,RUS,1,6,1.0
AUT,FRA,1,6,1.0
TUR,ITA,1,6,1.0
GRC,EST,1,6,1.0
AUS,IDN,1,6,1.0
SEA,MMR,1,6,1.0
WST,BEL,1,6,1.0
AFR,GBR,1,6,1.0
SAF,AFR,1,6,1.0
ARE,FRA,-1,6,1.0
SAU,ARE,1,6,1.0
SAU,OMN,1,6,1.0
EST,GRC,1,6,1.0
MCO,AUS,1,6,1.0
CHE,SYR,1,6,1.0
TUR,FSM,1,6,1.0
EST,GBR,1,6,1.0
IDN,MNG,1,6,1.0
UGA,TZA,1,6,1.0
GBR,IND,1,6,1.0
UKR,SYR,1,6,1.0
VAT,TUR,1,6,1.0
SYR,UKR,1,6,1.0
FSM,TUR,1,6,1.0
CHE,JPN,1,6,1.0
GBR,EST,1,6,1.0
IDN,AUS,1,6,1.0
AUS,GBR,1,6,1.0
EUR,EGY,1,6,1.0
BRN,PHL,1,6,1.0
ITA,TUR,1,6,1.0
POL,GRC,1,6,1.0
SYR,CHE,1,6,1.0
POL,LUX,1,6,1.0
RWA,AFR,1,6,1.0
RUS,AUT,1,6,1.0
TUR,VAT,1,6,1.0
MNG,IDN,1,6,1.0
AUS,JPN,1,6,1.0
PHL,BRN,1,6,1.0
POL,CZE,1,6,1.0
NOR,WST,1,6,1.0
LUX,POL,1,6,1.0
LBN,FRA,-1,6,1.0
BEL,WST,1,6,1.0
KHM,SEA,1,6,1.0
EGY,EUR,1,6,1.0
OMN,SAU,1,6,1.0
GRC,POL,1,6,1.0
NLD,AFG,1,6,1.0
USA,BGD,1,6,1.0
RUS,UKR,-0.992307692,6,0.992307692
USA,MEX,0.965,6,0.965
PER,ITA,0.95,6,0.95
VAT,AZE,0.95,6,0.95
PHL,NLD,0.933333333,6,0.933333333
USA,AFG,0.920588235,6,0.920588235
FRA,GBR,-0.913888889,6,0.913888889
USA,DEU,0.907692308,6,0.907692308
THA,BRN,0.9,6,0.9
SYR,TUR,0.8875,6,0.8875
GBR,POL,0.88,6,0.88
EUR,DEU,0.866666667,6,0.866666667
GBR,IRQ,0.857142857,6,0.857142857
CHN,BRN,-0.82,6,0.82
USA,TUR,0.8125,6,0.8125
CHN,EUR,0.8,6,0.8
KOR,USA,0.8,6,0.8
TUR,DEU,0.8,6,0.8
RWA,BDI,-0.8,6,0.8
GBR,SAU,-0.8,6,0.8
HTI,USA,-0.8,6,0.8
CHN,KHM,0.8,6,0.8
AUS,MYS,0.75,6,0.75
AUS,CHN,0.75,6,0.75
RUS,TUR,0.73,6,0.73
IND,BGD,0.725,6,0.725
LAO,CHN,0.711111111,6,0.711111111
FRA,DZA,-0.7,6,0.7
SDN,RWA,-0.7,6,0.7
USA,HND,0.7,6,0.7
TUR,AFG,0.7,6,0.7
LUX,CHN,0.7,6,0.7
LKA,CHN,0.68,6,0.68
AFR,ZAF,0.671428571,6,0.671428571
LTU,RUS,0.666666667,6,0.666666667
TUR,IRN,-0.666666667,6,0.666666667
SWE,DEU,-0.666666667,6,0.666666667
BEL,FRA,-0.66,6,0.66
USA,VEN,0.657142857,6,0.657142857
VAT,USA,0.633333333,6,0.633333333
CZE,FRA,0.618181818,6,0.618181818
CHN,NLD,0.6,6,0.6
HUN,SRB,-0.6,6,0.6
TUR,IRQ,0.6,6,0.6
AUS,USA,0.590909091,6,0.590909091
TUR,WST,0.588235294,6,0.588235294
IRQ,USA,-0.586363636,6,0.586363636
USA,HTI,-0.56,6,0.56
EGY,USA,0.533333333,6,0.533333333
FRA,ITA,0.49,6,0.49
USA,CAN,0.484210526,6,0.484210526
ITA,FRA,0.48,6,0.48
CHN,SEA,0.477777778,6,0.477777778
USA,FRA,0.465,6,0.465
USA,SYR,0.440909091,6,0.440909091
PHL,SEA,-0.425,6,0.425
CHN,MYS,0.411111111,6,0.411111111
USA,IRN,-0.405263158,6,0.405263158
SYR,GRC,-0.4,6,0.4
PRT,IRL,-0.4,6,0.4
KOR,SEA,-0.4,6,0.4
LBR,USA,0.4,6,0.4
SYR,SDN,-0.4,6,0.4
MWI,USA,0.4,6,0.4
NPL,CHN,0.4,6,0.4
NOR,SEA,0.4,6,0.4
AUT,GBR,-0.4,6,0.4
MMR,USA,0.4,6,0.4
LTU,WST,-0.4,6,0.4
GRC,IRL,-0.4,6,0.4
AUS,MDG,0.4,6,0.4
MKD,AUS,0.4,6,0.4
MYS,SGP,0.4,6,0.4
ITA,GBR,0.4,6,0.4
IRQ,GBR,-0.385714286,6,0.385714286
EUR,CHN,-0.333333333,6,0.333333333
SAU,USA,-0.323076923,6,0.323076923
AUS,LBN,-0.32,6,0.32
WST,AFG,0.3,6,0.3
IRN,DEU,0.3,6,0.3
CHN,LAO,0.3,6,0.3
GBR,IRL,0.3,6,0.3
GBR,CAN,0.283333333,6,0.283333333
SEA,KHM,0.28,6,0.28
GBR,BEL,-0.277777778,6,0.277777778
SAU,GBR,-0.25,6,0.25
IRN,TUR,0.25,6,0.25
DEU,TUR,-0.233333333,6,0.233333333
USA,KEN,-0.2,6,0.2
GBR,CMR,-0.2,6,0.2
KEN,USA,0.2,6,0.2
WST,PRT,0.2,6,0.2
FIN,USA,0.2,6,0.2
HUN,USA,0.2,6,0.2
CHN,KOR,-0.2,6,0.2
DEU,GBR,0.194736842,6,0.194736842
CHN,JPN,0.18,6,0.18
SEA,IDN,0.16,6,0.16
WST,RUS,-0.144444444,6,0.144444444
RUS,USA,0.14137931,6,0.14137931
CHN,TWN,-0.14,6,0.14
IRL,FRA,-0.133333333,6,0.133333333
GBR,USA,0.113333333,6,0.113333333
SEA,CHN,0.107142857,6,0.107142857
SEA,BRN,-0.1,6,0.1
CHN,PRK,-0.1,6,0.1
JPN,MNG,-0.1,6,0.1
AUS,EGY,0.1,6,0.1
TUN,USA,0.1,6,0.1
NPL,LKA,0.1,6,0.1
ITA,USA,-0.086486486,6,0.086486486
ISR,UGA,-0.083333333,6,0.083333333
USA,CHE,0.075,6,0.075
AUS,ITA,-0.066666667,6,0.066666667
UKR,RUS,0.053846154,6,0.053846154
EGY,CYP,-0.05,6,0.05
SRB,HUN,-0.05,6,0.05
FRA,EGY,0.03,6,0.03
CAN,GBR,0.025,6,0.025
IRN,USA,-0.025,6,0.025
AUT,TUR,0,6,0.0
PHL,SGP,0,6,0.0
KOR,BGD,0,6,0.0
USA,SAS,0,6,0.0
LAO,USA,0,6,0.0
IDN,SGP,0,6,0.0
CHE,SAU,0,6,0.0
GBR,ZAF,0,6,0.0
THA,SEA,0,6,0.0
GTM,USA,0,6,0.0
SEA,NOR,0,6,0.0
ITA,SGP,0,6,0.0
SWE,USA,0,6,0.0
IRN,PRK,0,6,0.0
USA,IRL,0,6,0.0
DZA,USA,0,6,0.0
CHE,AGO,0,6,0.0
GRD,USA,0,6,0.0
CHE,COG,0,6,0.0
JPN,SSD,0,6,0.0
EUR,LVA,0,6,0.0
BGR,USA,0,6,0.0
AFG,ITA,0,6,0.0
THA,USA,0,6,0.0
AFR,CAN,0,6,0.0
BGD,YEM,0,6,0.0
DEU,ALB,0,6,0.0
CAN,FRA,0,6,0.0
KWT,USA,0,6,0.0
UKR,DEU,0,6,0.0
ISR,MCO,0,6,0.0
DOM,EUR,0,6,0.0
COL,ESP,0,6,0.0
AFR,VNM,0,6,0.0
USA,ARG,0,6,0.0
FRA,SGP,0,6,0.0
GBR,RUS,0,6,0.0
WST,GBR,0,6,0.0
CAN,AUS,0,6,0.0
AFG,RUS,0,6,0.0
ARG,PHL,0,6,0.0
JPN,SEA,0,6,0.0
JOR,IRN,0,6,0.0
URY,USA,0,6,0.0
RUS,SRB,0,6,0.0
FRA,AUS,0,6,0.0
TWN,CAN,0,6,0.0
IDN,SGP,-10,7,10.0
UZB,EGY,-10,7,10.0
EGY,IRN,-10,7,10.0
TUN,UZB,-10,7,10.0
AFG,SRB,-10,7,10.0
MDV,CHN,-10,7,10.0
EGY,UZB,-10,7,10.0
AFG,IRN,-10,7,10.0
BEL,USA,-10,7,10.0
EGY,ITA,-10,7,10.0
TUN,EGY,-10,7,10.0
SYR,WST,-10,7,10.0
PRT,ESP,-10,7,10.0
TUN,GBR,-10,7,10.0
MLI,SEN,-10,7,10.0
ALB,WST,-10,7,10.0
ARG,IND,-10,7,10.0
HRV,RUS,-10,7,10.0
NZL,USA,-10,7,10.0
GBR,TUR,-10,7,10.0
GBR,JPN,-10,7,10.0
IRN,YEM,-10,7,10.0
UZB,TUN,-10,7,10.0
GBR,UZB,-10,7,10.0
SWE,JOR,-10,7,10.0
FIN,IRQ,-10,7,10.0
AFR,AFG,-10,7,10.0
UZB,GBR,-10,7,10.0
SGP,IDN,-10,7,10.0
TUR,TUN,-10,7,10.0
IRN,IRQ,-10,7,10.0
USA,HND,-10,7,10.0
RUS,MDA,10,7,10.0
DNK,SYR,-10,7,10.0
JOR,SEA,-10,7,10.0
PHL,AUS,-10,7,10.0
BOL,CUB,-10,7,10.0
GBR,VNM,-10,7,10.0
AFG,ZAF,-10,7,10.0
ZAF,AFG,-10,7,10.0
AFG,NPL,-10,7,10.0
TUR,UZB,-10,7,10.0
CHE,GTM,-10,7,10.0
SYR,BGR,-10,7,10.0
IDN,SYR,-10,7,10.0
AUS,IRL,-10,7,10.0
USA,SAS,-10,7,10.0
TUR,KGZ,-10,7,10.0
THA,CAN,-10,7,10.0
UZB,TUR,-10,7,10.0
SYR,IDN,-10,7,10.0
USA,NZL,-10,7,10.0
SOM,TUR,-10,7,10.0
AFG,AFR,-10,7,10.0
GBR,TUN,-10,7,10.0
EGY,GBR,-10,7,10.0
GTM,HND,-10,7,10.0
SLV,HND,-10,7,10.0
TUN,TUR,-10,7,10.0
JOR,IRQ,-10,7,10.0
IRL,AUS,-10,7,10.0
CAN,AFG,-10,7,10.0
WST,AFG,-10,7,10.0
SWE,GBR,-10,7,10.0
SSD,USA,-10,7,10.0
SYR,CHE,-10,7,10.0
EGY,TUN,-10,7,10.0
SEN,MLI,-10,7,10.0
CYP,GBR,-9.8,7,9.8
WST,TUR,-9.75,7,9.75
TUR,WST,-9.5,7,9.5
ISR,LBN,-9.5,7,9.5
IRQ,PSE,-9.5,7,9.5
JPN,DEU,-9.2,7,9.2
DEU,JPN,-9.2,7,9.2
GBR,CYP,-9.166666667,7,9.166666667
USA,AUT,-9,7,9.0
IRQ,AUT,-9,7,9.0
NGA,CMR,-9,7,9.0
DNK,LBY,9,7,9.0
AFG,AUS,-9,7,9.0
PER,PHL,-9,7,9.0
ISR,AUS,-9,7,9.0
NPL,HTI,8.825,7,8.825
HTI,NPL,8.5,7,8.5
AFR,SOM,8.5,7,8.5
CAN,IRQ,8.3,7,8.3
BLR,UKR,8.3,7,8.3
WST,SYR,-8.133333333,7,8.133333333
JOR,ISR,8,7,8.0
IRN,ARM,8,7,8.0
SWE,ECU,8,7,8.0
SYR,PHL,-7.9,7,7.9
BGD,CAN,-7.5,7,7.5
AUS,SYR,7.4,7,7.4
IND,ZWE,7.4,7,7.4
GBR,IRQ,7.4,7,7.4
VEN,URY,7.4,7,7.4
COG,SDN,7.4,7,7.4
FRA,IRQ,7.4,7,7.4
GBR,PRK,7.4,7,7.4
IRQ,FRA,7.4,7,7.4
USA,VCT,7.4,7,7.4
IRQ,GBR,7.4,7,7.4
QAT,USA,7.4,7,7.4
SSD,UGA,7.4,7,7.4
VNM,SWE,-7.2,7,7.2
ISR,RUS,7,7,7.0
IRN,CAN,7,7,7.0
KWT,YEM,-7,7,7.0
USA,SSD,7,7,7.0
RUS,ISR,7,7,7.0
RUS,PSE,7,7,7.0
SAU,DEU,7,7,7.0
CAN,IRN,7,7,7.0
RUS,EGY,-7,7,7.0
MEX,AUS,7,7,7.0
USA,UGA,7,7,7.0
KWT,PHL,-7,7,7.0
ISR,TUR,7,7,7.0
EUR,PRK,7,7,7.0
BEN,MDG,7,7,7.0
PRK,EUR,7,7,7.0
SYR,AFR,7,7,7.0
PSE,RUS,7,7,7.0
SGP,EGY,7,7,7.0
BGD,THA,7,7,7.0
AUT,DEU,7,7,7.0
SGP,GRC,7,7,7.0
ARG,THA,7,7,7.0
LBY,EGY,7,7,7.0
IRQ,BGD,7,7,7.0
SEA,JPN,7,7,7.0
USA,GRC,-7,7,7.0
USA,DNK,7,7,7.0
JOR,DEU,7,7,7.0
JPN,IDN,7,7,7.0
SEN,MDG,7,7,7.0
YEM,KWT,-7,7,7.0
CHN,ESP,7,7,7.0
SYR,BGD,7,7,7.0
USA,KWT,7,7,7.0
USA,COD,7,7,7.0
JOR,IRN,7,7,7.0
USA,NGA,7,7,7.0
THA,JPN,7,7,7.0
GBR,SLE,7,7,7.0
WST,ALB,-7,7,7.0
COG,MDG,7,7,7.0
SYR,IRN,-6.8,7,6.8
AFR,NGA,6.7,7,6.7
ESP,PRT,-6.65,7,6.65
GBR,PAK,-6.5,7,6.5
AUS,IRQ,6.48,7,6.48
PRK,JPN,-6.421052632,7,6.421052632
KWT,JPN,6.4,7,6.4
USA,KEN,6.4,7,6.4
PSE,USA,6.4,7,6.4
CAN,EUR,6.4,7,6.4
CAN,HUN,6.4,7,6.4
BMU,USA,6.4,7,6.4
USA,BMU,6.4,7,6.4
ISR,JOR,6.4,7,6.4
SYR,IRQ,-6.36875,7,6.36875
USA,CHL,-6.333333333,7,6.333333333
VNM,CHN,-6.1,7,6.1
CAN,GBR,-6.066666667,7,6.066666667
RUS,KGZ,-6.033333333,7,6.033333333
RUS,GRC,-6,7,6.0
JPN,PSE,6,7,6.0
ARM,IRN,6,7,6.0
SGP,MYS,6,7,6.0
BGR,USA,6,7,6.0
TUR,GBR,-6,7,6.0
ARE,AFG,6,7,6.0
GBR,FIN,6,7,6.0
USA,KAZ,6,7,6.0
SYR,CUB,6,7,6.0
JPN,PHL,6,7,6.0
DNK,USA,6,7,6.0
GRC,CRI,5.933333333,7,5.933333333
NRU,AUS,5.933333333,7,5.933333333
CHN,RUS,5.914285714,7,5.914285714
SVK,RUS,-5.8,7,5.8
DEU,CHE,-5.8,7,5.8
NGA,JPN,5.766666667,7,5.766666667
CUB,COL,5.7,7,5.7
AFG,USA,-5.686206897,7,5.686206897
SEA,IDN,-5.683333333,7,5.683333333
WST,USA,5.666666667,7,5.666666667
AFG,WST,-5.666666667,7,5.666666667
EUR,MKD,5.6,7,5.6
FRA,AUT,-5.5,7,5.5
JPN,SEA,5.5,7,5.5
USA,TWN,5.4,7,5.4
USA,SWE,5.333333333,7,5.333333333
ISR,PSE,-5.284146341,7,5.284146341
EGY,GRC,5.25,7,5.25
GRC,CYP,5.25,7,5.25
USA,LBN,5.25,7,5.25
EGY,CYP,5.25,7,5.25
GRC,EGY,5.25,7,5.25
USA,BEL,5.2,7,5.2
DEU,AUT,5.2,7,5.2
PSE,ISR,-5.1925,7,5.1925
USA,KOR,5.171428571,7,5.171428571
CHN,PAK,-5.05,7,5.05
QAT,TUR,5.04,7,5.04
IRQ,USA,-5.017307692,7,5.017307692
KHM,TWN,-5,7,5.0
SOM,ITA,5,7,5.0
SRB,HRV,-5,7,5.0
BGD,MMR,-5,7,5.0
BEL,LUX,-5,7,5.0
IDN,PHL,-5,7,5.0
CAN,BGD,-5,7,5.0
NRU,DNK,-5,7,5.0
QAT,SAU,5,7,5.0
MEX,HND,-5,7,5.0
EUR,BGR,5,7,5.0
IRQ,LBY,5,7,5.0
RUS,FRA,-5,7,5.0
EGY,USA,-5,7,5.0
FRA,IDN,-5,7,5.0
GBR,MDV,-5,7,5.0
DEU,LUX,-5,7,5.0
SGP,BEL,-5,7,5.0
AUT,IRQ,-5,7,5.0
BLR,TKM,-5,7,5.0
SWE,USA,-5,7,5.0
EUR,PAK,-5,7,5.0
IRQ,CAN,-5,7,5.0
VEN,USA,-5,7,5.0
